Reference molID, Reference formula, Test molID, Test formula, Perpendicular Distance, Planar Angle (Deg), Relative X-angle (Deg), Relative Y-angle (Deg), Relative Z-angle (Deg), Reference X-center, Reference Y-center, Reference Z-center, Test X-center, Test Y-center, Test Z-center
0.1, x-dummy-plane, 5819, C6, 0.33, 87.82, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.37, -2.05, 431.47
0.1, x-dummy-plane, 2885, C4-N1, -0.33, 84.92, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.71, 3.72, 388.62
0.1, x-dummy-plane, 5820, C6, 0.33, 84.23, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.37, 2.22, 431.71
0.1, x-dummy-plane, 5567, C6, 0.34, 84.84, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.38, 40.59, 431.77
0.1, x-dummy-plane, 5688, C6, 0.34, 87.42, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.38, 44.85, 431.48
0.1, x-dummy-plane, 7354, C6, -0.35, 38.21, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.69, -1.21, 483.15
0.1, x-dummy-plane, 6260, C4-N1, 0.36, 54.11, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.40, 21.57, 436.75
0.1, x-dummy-plane, 3516, C6, -0.36, 83.02, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.68, 14.87, 417.63
0.1, x-dummy-plane, 7304, C6, 0.37, 13.18, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.41, 1.40, 469.20
0.1, x-dummy-plane, 3984, C6, 0.37, 57.93, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.41, 1.66, 418.54
0.1, x-dummy-plane, 6325, C6, 0.40, 30.12, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.44, 20.97, 442.71
0.1, x-dummy-plane, 2241, C4-N1, 0.41, 88.59, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.44, 41.10, 367.69
0.1, x-dummy-plane, 3964, C4-N1, 0.41, 26.87, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.45, 35.98, 417.96
