Reference molID, Reference formula, Test molID, Test formula, Perpendicular Distance, Planar Angle (Deg), Relative X-angle (Deg), Relative Y-angle (Deg), Relative Z-angle (Deg), Reference X-center, Reference Y-center, Reference Z-center, Test X-center, Test Y-center, Test Z-center
0.1, x-dummy-plane, 167, C4-O1, -0.01, 62.85, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01, -9.61, 3.48
0.1, x-dummy-plane, 262, C4-O1, 0.08, 71.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 9.05, 5.18
0.1, x-dummy-plane, 101, C4-O1, -0.08, 117.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.08, 14.79, -2.47
0.1, x-dummy-plane, 172, C4-O1, 0.10, 147.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, -3.03, -5.53
0.1, x-dummy-plane, 37, C4-O1, 0.15, 116.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, -17.27, -6.86
0.1, x-dummy-plane, 332, C4-O1, 0.19, 91.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.19, -12.57, 13.27
0.1, x-dummy-plane, 171, C4-O1, -0.24, 74.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.24, -3.16, -4.65
0.1, x-dummy-plane, 174, C4-O1, 0.28, 57.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, -7.31, -8.03
0.1, x-dummy-plane, 327, C6, -0.30, 64.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.30, -4.10, 7.93
0.1, x-dummy-plane, 43, C4-O1, 0.31, 97.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 16.92, 15.83
0.1, x-dummy-plane, 173, C4-O1, 0.43, 50.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.43, -2.78, -7.18
0.1, x-dummy-plane, 256, C4-O1, 0.51, 84.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.51, 18.03, 3.17
0.1, x-dummy-plane, 170, C6, -0.51, 158.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.51, -3.11, -5.24
0.1, x-dummy-plane, 241, C4-O1, -0.56, 103.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.56, 13.01, 0.95
0.1, x-dummy-plane, 181, C4-O1, -0.56, 55.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.56, -6.01, 0.31
0.1, x-dummy-plane, 175, C4-O1, 0.57, 155.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.57, -0.84, -1.63
0.1, x-dummy-plane, 335, C4-O1, -0.58, 121.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.58, -16.36, 14.86
0.1, x-dummy-plane, 128, C4-O1, -0.61, 33.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.61, 14.96, -7.88
0.1, x-dummy-plane, 379, C4-O1, 0.69, 98.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.69, 12.55, 17.89
0.1, x-dummy-plane, 388, C4-O1, 0.76, 74.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.76, 7.37, 13.43
0.1, x-dummy-plane, 377, C4-O1, -0.92, 90.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.92, 6.79, 17.65
0.1, x-dummy-plane, 65, C4-O1, -0.96, 7.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.96, -15.15, -12.55
0.1, x-dummy-plane, 127, C6, -1.04, 31.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.04, 14.67, -9.97
0.1, x-dummy-plane, 106, C4-O1, 1.15, 90.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.15, 2.66, 7.37
0.1, x-dummy-plane, 328, C4-O1, 1.18, 91.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.18, -5.50, 7.40
0.1, x-dummy-plane, 400, C6, 1.29, 126.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.29, 1.59, 14.97
0.1, x-dummy-plane, 258, C6, 1.30, 58.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.30, 5.98, 1.51
0.1, x-dummy-plane, 68, C4-O1, 1.36, 56.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.36, 6.94, -6.05
0.1, x-dummy-plane, 121, C4-O1, 1.43, 32.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.43, 6.17, -13.02
0.1, x-dummy-plane, 176, C4-O1, 1.43, 166.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.43, -6.43, -2.73
0.1, x-dummy-plane, 104, C4-O1, -1.46, 82.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.46, 16.01, -17.59
0.1, x-dummy-plane, 331, C6, -1.50, 56.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.50, -12.01, 14.41
0.1, x-dummy-plane, 401, C4-O1, 1.52, 111.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.52, -0.39, 14.36
0.1, x-dummy-plane, 119, C4-O1, 1.60, 91.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 11.39, -14.60
0.1, x-dummy-plane, 114, C4-O1, 1.72, 111.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.72, 11.94, -10.94
0.1, x-dummy-plane, 333, C4-O1, 1.72, 76.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.72, -8.33, 12.71
0.1, x-dummy-plane, 263, C4-O1, -1.81, 79.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.81, 3.59, -0.97
0.1, x-dummy-plane, 372, C4-O1, 1.83, 36.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.83, -11.85, 8.38
0.1, x-dummy-plane, 243, C4-O1, 1.90, 113.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.90, 9.38, -0.72
