Reference molID, Reference formula, Test molID, Test formula, Perpendicular Distance, Planar Angle (Deg), Relative X-angle (Deg), Relative Y-angle (Deg), Relative Z-angle (Deg), Reference X-center, Reference Y-center, Reference Z-center, Test X-center, Test Y-center, Test Z-center
0.1, x-dummy-plane, 403, C4-O1, 17.54, 41.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 17.54, 7.47, 19.01
0.1, x-dummy-plane, 249, C6, -17.61, 100.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -17.61, 9.06, 7.50
0.1, x-dummy-plane, 399, C4-O1, -17.71, 91.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -17.71, 9.16, 14.89
0.1, x-dummy-plane, 100, C6, -17.71, 136.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -17.71, 16.32, -13.13
0.1, x-dummy-plane, 162, C4-O1, -17.74, 62.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -17.74, -9.00, 2.37
0.1, x-dummy-plane, 377, C6, 17.81, 171.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 17.81, -18.60, 14.61
0.1, x-dummy-plane, 232, C4-O1, 17.81, 60.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 17.81, 17.08, -2.62
0.1, x-dummy-plane, 339, C4-O1, -17.83, 101.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -17.83, -13.54, -11.39
0.1, x-dummy-plane, 98, C4-O1, 17.91, 24.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 17.91, 7.59, -6.56
0.1, x-dummy-plane, 221, C4-O1, -17.94, 101.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -17.94, 18.20, 6.60
0.1, x-dummy-plane, 375, C4-O1, 17.98, 158.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 17.98, 5.74, 1.59
0.1, x-dummy-plane, 21, C4-O1, 17.98, 55.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 17.98, -4.92, -13.05
0.1, x-dummy-plane, 84, C4-O1, -18.06, 69.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -18.06, 11.45, 11.26
0.1, x-dummy-plane, 161, C4-O1, 18.12, 30.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.12, -2.78, 2.78
0.1, x-dummy-plane, 35, C4-O1, -18.14, 83.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -18.14, -9.15, -8.02
0.1, x-dummy-plane, 253, C4-O1, -18.19, 138.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -18.19, 13.20, 6.54
0.1, x-dummy-plane, 398, C6, -18.20, 85.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -18.20, 10.42, 16.54
0.1, x-dummy-plane, 378, C4-O1, 18.20, 56.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.20, 19.23, 15.02
0.1, x-dummy-plane, 176, C4-O1, -18.29, 164.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -18.29, -14.16, 0.17
0.1, x-dummy-plane, 380, C4-O1, 18.30, 38.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -19.03, -17.69, 12.73
0.1, x-dummy-plane, 250, C4-O1, -18.31, 60.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -18.31, 8.31, 6.00
0.1, x-dummy-plane, 371, C4-O1, 18.33, 59.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 19.00, 12.98, -17.85
0.1, x-dummy-plane, 379, C4-O1, 18.33, 133.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.33, -18.42, 14.17
0.1, x-dummy-plane, 20, C4-O1, 18.42, 95.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.42, -5.44, -13.69
0.1, x-dummy-plane, 93, C4-O1, -18.42, 135.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -18.42, 8.47, -10.01
0.1, x-dummy-plane, 19, C6, 18.44, 65.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.44, -5.41, -13.03
0.1, x-dummy-plane, 321, C5-O1, 18.45, 114.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.87, -4.70, 14.10
0.1, x-dummy-plane, 294, C4-O1, 18.56, 63.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -18.77, -9.89, -14.43
0.1, x-dummy-plane, 91, C4-O1, 18.62, 57.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.62, 9.07, -14.52
0.1, x-dummy-plane, 384, C4-O1, 18.63, 140.85, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.63, 15.30, 15.64
0.1, x-dummy-plane, 173, C6, 18.64, 63.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.69, -12.29, 4.98
0.1, x-dummy-plane, 6, C4-O1, -18.66, 102.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -18.66, -1.36, -8.07
