Reference molID, Reference formula, Test molID, Test formula, Perpendicular Distance, Planar Angle (Deg), Relative X-angle (Deg), Relative Y-angle (Deg), Relative Z-angle (Deg), Reference X-center, Reference Y-center, Reference Z-center, Test X-center, Test Y-center, Test Z-center
0.1, x-dummy-plane, 380, C4-O1, 0.80, 66.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, -10.02, 8.48
0.1, x-dummy-plane, 411, C4-O1, 0.83, 106.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.83, -0.35, 14.50
0.1, x-dummy-plane, 335, C6, -0.88, 61.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.88, -3.99, 7.54
0.1, x-dummy-plane, 402, C4-O1, -1.09, 61.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.09, 8.28, 14.95
0.1, x-dummy-plane, 339, C6, -1.11, 123.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.11, -11.86, 14.01
0.1, x-dummy-plane, 180, C4-O1, 1.14, 146.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.14, -1.87, -1.78
0.1, x-dummy-plane, 105, C4-O1, -1.19, 82.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.19, 16.12, -17.34
0.1, x-dummy-plane, 271, C4-O1, -1.26, 83.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.26, 3.52, -0.59
0.1, x-dummy-plane, 397, C4-O1, 1.31, 58.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.31, 6.40, 13.10
0.1, x-dummy-plane, 264, C4-O1, 1.33, 76.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.33, 18.52, 3.34
0.1, x-dummy-plane, 266, C6, 1.35, 52.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.35, 6.39, 1.53
0.1, x-dummy-plane, 107, C4-O1, 1.43, 76.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.43, 2.78, 7.68
0.1, x-dummy-plane, 43, C4-O1, 1.54, 86.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.54, 16.93, 15.28
0.1, x-dummy-plane, 120, C4-O1, 1.64, 88.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.64, 11.04, -14.74
0.1, x-dummy-plane, 247, C6-O1, -1.65, 51.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.65, 11.69, 1.84
0.1, x-dummy-plane, 181, C4-O1, 1.67, 165.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.67, -7.41, -2.74
0.1, x-dummy-plane, 62, C4-O1, -1.73, 89.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.73, -17.96, -17.74
0.1, x-dummy-plane, 59, C4-O1, 1.76, 72.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.76, -3.03, -18.14
0.1, x-dummy-plane, 246, C6, -1.80, 48.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.80, 11.96, 1.74
0.1, x-dummy-plane, 341, C4-O1, 1.85, 75.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.85, -8.26, 12.02
0.1, x-dummy-plane, 240, C4-O1, -1.89, 134.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.89, 10.78, 9.60
0.1, x-dummy-plane, 321, C4-O1, -1.90, 111.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -1.90, 17.93, 12.04
0.1, x-dummy-plane, 115, C4-O1, 1.93, 105.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.93, 11.98, -11.07
0.1, x-dummy-plane, 251, C4-O1, 1.95, 123.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.95, 9.76, -0.88
0.1, x-dummy-plane, 395, C4-O1, 1.96, 79.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.96, 6.88, 7.63
0.1, x-dummy-plane, 40, C4-O1, -2.06, 107.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.06, -12.05, -12.50
0.1, x-dummy-plane, 282, C4-O1, -2.10, 88.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.10, -5.34, 3.37
0.1, x-dummy-plane, 182, C6, -2.11, 149.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.11, -10.93, -0.56
0.1, x-dummy-plane, 63, C4-O1, 2.28, 108.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.28, -15.81, -17.14
0.1, x-dummy-plane, 118, C4-O1, -2.28, 113.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.28, 8.36, -15.26
0.1, x-dummy-plane, 117, C4-O1, -2.31, 70.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.31, 7.70, -14.55
0.1, x-dummy-plane, 319, C4-O1, 2.31, 150.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.31, -11.16, -6.97
0.1, x-dummy-plane, 267, C4-O1, 2.33, 173.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.33, 4.72, 1.67
0.1, x-dummy-plane, 104, C4-O1, 2.35, 60.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.35, 18.29, -15.59
0.1, x-dummy-plane, 342, C4-O1, -2.36, 96.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.36, -15.90, 11.02
0.1, x-dummy-plane, 57, C6, 2.37, 145.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.37, -7.52, -16.27
0.1, x-dummy-plane, 39, C4-O1, 2.41, 101.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.41, -11.11, -11.82
0.1, x-dummy-plane, 183, C4-O1, -2.44, 68.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.44, -11.02, -1.11
0.1, x-dummy-plane, 119, C4-O1, -2.44, 110.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.44, 9.62, -16.32
0.1, x-dummy-plane, 116, C6, -2.46, 123.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.46, 8.30, -14.59
0.1, x-dummy-plane, 198, C4-O1, 2.51, 90.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.51, -14.80, 2.42
0.1, x-dummy-plane, 317, C4-O1, 2.52, 133.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.52, -16.53, 10.80
0.1, x-dummy-plane, 195, C6, 2.59, 120.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.59, -12.36, -0.85
0.1, x-dummy-plane, 140, C4-O1, -2.61, 56.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.61, 3.95, 4.23
0.1, x-dummy-plane, 61, C6, -2.62, 104.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.62, -16.54, -16.50
0.1, x-dummy-plane, 184, C4-O1, -2.64, 47.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.64, -10.62, -0.27
0.1, x-dummy-plane, 250, C4-O1, -2.68, 115.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.68, 16.56, 0.54
0.1, x-dummy-plane, 48, C4-O1, -2.70, 94.85, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.70, -9.20, -17.21
0.1, x-dummy-plane, 185, C4-O1, -2.71, 42.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -2.71, -10.02, 1.33
0.1, x-dummy-plane, 191, C4-O1, 2.72, 57.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.72, 1.99, -4.44
0.1, x-dummy-plane, 196, C4-O1, 2.92, 61.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.92, -13.50, -2.67
0.1, x-dummy-plane, 337, C4-O1, 2.92, 60.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.92, -2.63, 4.23
0.1, x-dummy-plane, 35, C4-O1, -3.13, 66.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.13, -13.65, 7.62
0.1, x-dummy-plane, 208, C4-O1, -3.14, 132.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.14, 13.84, 14.57
0.1, x-dummy-plane, 391, C6, 3.16, 141.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.16, 10.10, 11.63
0.1, x-dummy-plane, 262, C6, 3.16, 146.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.16, 13.53, 4.14
0.1, x-dummy-plane, 252, C4-O1, -3.19, 66.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.19, 13.67, 5.49
0.1, x-dummy-plane, 392, C4-O1, 3.23, 87.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.23, 9.83, 12.22
0.1, x-dummy-plane, 253, C4-O1, -3.27, 120.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.27, 7.82, 0.07
0.1, x-dummy-plane, 413, C4-O1, -3.28, 59.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.28, 1.77, 17.28
0.1, x-dummy-plane, 49, C4-O1, -3.29, 96.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.29, -13.22, 17.81
0.1, x-dummy-plane, 187, C4-O1, -3.32, 46.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.32, -14.30, 2.81
0.1, x-dummy-plane, 241, C4-O1, -3.32, 140.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.32, 6.61, 8.62
0.1, x-dummy-plane, 129, C4-O1, 3.38, 46.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.38, 17.84, -9.34
0.1, x-dummy-plane, 243, C4-O1, 3.40, 56.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.40, 17.14, -5.05
0.1, x-dummy-plane, 188, C4-O1, -3.44, 118.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.44, -8.43, -4.21
0.1, x-dummy-plane, 36, C4-O1, -3.44, 122.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.44, 18.76, -7.39
0.1, x-dummy-plane, 171, C4-O1, 3.48, 63.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.48, -7.18, 2.05
0.1, x-dummy-plane, 103, C4-O1, -3.63, 125.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.63, 14.34, -4.59
0.1, x-dummy-plane, 58, C4-O1, 3.68, 57.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.68, -7.12, -17.87
0.1, x-dummy-plane, 393, C4-O1, 3.76, 156.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.76, 9.90, 11.42
0.1, x-dummy-plane, 280, C4-O1, -3.80, 59.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.80, 1.61, -10.13
0.1, x-dummy-plane, 142, C4-O1, -3.86, 51.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -3.86, -3.48, -8.41
0.1, x-dummy-plane, 386, C4-O1, 3.95, 91.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.95, 6.07, 18.56
0.1, x-dummy-plane, 47, C4-O1, -4.02, 170.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -4.02, -9.47, -16.32
0.1, x-dummy-plane, 245, C4-O1, 4.08, 50.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.08, 2.92, -12.93
0.1, x-dummy-plane, 274, C4-O1, -4.15, 29.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -4.15, -3.37, -1.90
0.1, x-dummy-plane, 143, C4-O1, 4.27, 118.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.27, -14.94, -8.38
0.1, x-dummy-plane, 211, C4-O1, -4.29, 46.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -4.29, 6.45, -7.70
0.1, x-dummy-plane, 263, C4-O1, 4.30, 71.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.30, 14.90, 2.91
0.1, x-dummy-plane, 64, C4-O1, -4.33, 125.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -4.33, -18.04, 16.45
0.1, x-dummy-plane, 326, C4-O1, -4.37, 74.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -4.37, -1.29, 5.20
0.1, x-dummy-plane, 269, C4-O1, 4.45, 40.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.45, 5.05, -2.21
0.1, x-dummy-plane, 113, C4-O1, 4.46, 66.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.46, 12.25, -5.60
0.1, x-dummy-plane, 394, C4-O1, 4.48, 66.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.48, 10.17, 9.88
0.1, x-dummy-plane, 404, C4-O1, -4.57, 136.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -4.57, 9.90, 11.89
0.1, x-dummy-plane, 396, C4-O1, 4.59, 171.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.59, 10.87, 15.69
0.1, x-dummy-plane, 109, C4-O1, 4.62, 60.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.62, 9.21, -10.00
0.1, x-dummy-plane, 189, C6, 4.65, 169.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.65, -2.65, -2.94
0.1, x-dummy-plane, 75, C4-O1, -4.68, 155.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -4.68, -1.68, 15.46
0.1, x-dummy-plane, 45, C6, -4.68, 59.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -4.68, -9.35, -16.42
0.1, x-dummy-plane, 190, C4-O1, 4.80, 33.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.80, -1.98, -4.99
0.1, x-dummy-plane, 50, C4-O1, -4.81, 15.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -4.81, -8.25, -12.13
0.1, x-dummy-plane, 315, C4-O1, -4.84, 21.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -4.84, -9.17, 10.99
0.1, x-dummy-plane, 108, C6, 4.85, 110.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.85, 9.01, -9.45
0.1, x-dummy-plane, 46, C4-O1, -4.87, 111.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -4.87, -9.59, -15.85
0.1, x-dummy-plane, 114, C4-O1, 4.98, 141.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.98, 7.74, -13.83
0.1, x-dummy-plane, 401, C4-O1, -5.03, 52.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -5.03, 6.85, 16.42
0.1, x-dummy-plane, 258, C4-O1, -5.08, 44.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -5.08, 6.73, 3.04
0.1, x-dummy-plane, 130, C4-O1, -5.11, 89.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -5.11, 14.04, -9.91
0.1, x-dummy-plane, 313, C4-O1, 5.20, 87.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.20, -8.42, 15.17
0.1, x-dummy-plane, 398, C6, -5.24, 64.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -5.24, 5.96, 14.45
0.1, x-dummy-plane, 328, C4-O1, -5.27, 144.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -5.27, -4.10, 10.17
0.1, x-dummy-plane, 110, C4-O1, 5.37, 151.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.37, 9.44, -9.51
0.1, x-dummy-plane, 400, C4-O1, -5.38, 92.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -5.38, 6.53, 14.81
0.1, x-dummy-plane, 412, C4-O1, 5.44, 93.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.44, -0.19, 14.48
0.1, x-dummy-plane, 399, C4-O1, -5.56, 64.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -5.56, 6.15, 13.94
0.1, x-dummy-plane, 268, C4-O1, 5.58, 117.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.58, 5.68, 4.57
0.1, x-dummy-plane, 325, C4-O1, -5.64, 80.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -5.64, 1.41, 8.66
0.1, x-dummy-plane, 139, C4-O1, -5.73, 13.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -5.73, 18.02, 2.66
0.1, x-dummy-plane, 197, C4-O1, 5.79, 54.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.79, -10.33, -4.25
0.1, x-dummy-plane, 389, C4-O1, 5.97, 53.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.97, 8.51, -4.40
0.1, x-dummy-plane, 192, C5-O1, 6.29, 113.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.29, -7.06, -2.61
0.1, x-dummy-plane, 314, C4-O1, -6.38, 29.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -6.38, -11.29, 14.67
0.1, x-dummy-plane, 174, C4-O1, 6.47, 163.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.47, -16.74, 17.98
0.1, x-dummy-plane, 41, C4-O1, 6.47, 64.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.47, -0.18, -16.17
0.1, x-dummy-plane, 51, C4-O1, -6.47, 110.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -6.47, -13.23, -15.34
0.1, x-dummy-plane, 194, C4-O1, 6.58, 125.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.58, -7.15, -2.61
0.1, x-dummy-plane, 111, C4-O1, 6.64, 80.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.64, 9.56, -8.49
0.1, x-dummy-plane, 324, C4-O1, -6.66, 157.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -6.66, 0.26, 9.33
0.1, x-dummy-plane, 312, C4-O1, 6.67, 93.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.67, -4.44, 16.57
0.1, x-dummy-plane, 132, C4-O1, 6.69, 97.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.69, -1.48, -10.44
0.1, x-dummy-plane, 382, C4-O1, 6.79, 62.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.79, 15.93, -2.51
0.1, x-dummy-plane, 67, C4-O1, -6.86, 92.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -6.86, 3.92, -3.43
0.1, x-dummy-plane, 66, C4-O1, -6.89, 97.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -6.89, -18.54, -16.66
0.1, x-dummy-plane, 121, C4-O1, -6.89, 95.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -6.89, 8.92, -16.37
0.1, x-dummy-plane, 170, C4-O1, 6.94, 40.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.94, -15.43, -4.91
0.1, x-dummy-plane, 273, C4-O1, -6.95, 82.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -6.95, 13.04, -16.96
0.1, x-dummy-plane, 56, C4-O1, -7.01, 93.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -7.01, -16.85, -12.61
0.1, x-dummy-plane, 123, C6, 7.06, 53.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.06, 12.25, -12.81
0.1, x-dummy-plane, 405, C6, 7.18, 146.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.18, 7.98, 13.80
0.1, x-dummy-plane, 322, C6, -7.21, 55.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -7.21, -0.03, 9.06
0.1, x-dummy-plane, 242, C4-O1, 7.24, 90.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.24, -18.61, 12.79
0.1, x-dummy-plane, 38, C4-O1, -7.27, 114.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -7.27, 17.03, -9.28
0.1, x-dummy-plane, 323, C4-O1, -7.29, 101.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -7.29, -0.46, 9.53
0.1, x-dummy-plane, 71, C4-O1, -7.32, 19.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -7.32, 8.48, -9.29
0.1, x-dummy-plane, 298, C4-O1, 7.33, 117.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.33, -13.09, 10.81
0.1, x-dummy-plane, 5, C4-O1, -7.47, 96.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -7.47, -8.19, -1.07
0.1, x-dummy-plane, 55, C4-O1, -7.50, 143.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -7.50, -16.25, -4.24
0.1, x-dummy-plane, 42, C4-O1, -7.70, 111.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -7.70, -9.98, 4.44
0.1, x-dummy-plane, 244, C4-O1, 7.72, 111.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.72, -17.77, -0.95
0.1, x-dummy-plane, 260, C4-O1, -7.72, 29.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -7.72, 8.23, 1.24
0.1, x-dummy-plane, 238, C4-O1, 7.84, 32.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.84, 13.00, 4.33
0.1, x-dummy-plane, 406, C4-O1, 7.92, 52.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.92, 8.51, 11.86
0.1, x-dummy-plane, 390, C4-O1, 7.94, 124.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.94, 2.09, -6.78
0.1, x-dummy-plane, 257, C4-O1, -8.01, 155.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -8.01, 3.29, 3.58
0.1, x-dummy-plane, 14, C4-O1, -8.10, 109.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -8.10, -5.49, -14.24
0.1, x-dummy-plane, 403, C4-O1, -8.19, 48.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -8.19, 3.81, 17.74
0.1, x-dummy-plane, 2, C4-O1, -8.25, 10.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -8.25, -14.03, 6.87
0.1, x-dummy-plane, 112, C4-O1, 8.33, 80.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.33, 5.54, -9.81
0.1, x-dummy-plane, 70, C4-O1, -8.49, 33.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -8.49, 11.35, -5.90
0.1, x-dummy-plane, 155, C4-O1, 8.57, 105.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.57, -14.49, 1.52
0.1, x-dummy-plane, 199, C4-O1, -8.58, 98.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -8.58, -5.42, 4.11
0.1, x-dummy-plane, 169, C4-O1, 8.59, 48.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.59, -15.03, -13.76
0.1, x-dummy-plane, 168, C4-O1, 8.60, 35.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.60, -15.19, -9.18
0.1, x-dummy-plane, 407, C4-O1, 8.61, 55.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.61, 12.96, 13.07
0.1, x-dummy-plane, 166, C4-O1, 8.63, 92.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.63, 17.26, 2.25
0.1, x-dummy-plane, 259, C4-O1, -8.63, 25.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -8.63, -1.09, 2.73
